date,ticker,company,sector,open_price,high_price,low_price,close_price,volume,daily_return,sma_10,sma_20,volatility_20d,rsi_14,target_next_day_direction,target
2026-03-31,AFRIBANK,African Heritage Bank Plc,Banking,42.30504311258078,43.24701601874432,42.14457370378594,42.71364931221894,13142369,0.009658569512641435,41.700362333178035,44.927744289909924,0.04241867554253165,27.143361339687075,0,0
2026-04-01,AFRIBANK,African Heritage Bank Plc,Banking,42.71364931221894,43.26882273896378,41.15473827956944,41.71323303581094,16480769,-0.023421465796457208,41.55643707623152,44.83264208522167,0.04204343695094774,31.67183565060313,1,1
2026-04-02,AFRIBANK,African Heritage Bank Plc,Banking,41.71323303581094,46.23155182572244,41.37308970320998,45.73081717012666,827781,0.0963143789613865,41.78690434783819,44.796623317728866,0.04511452170327113,40.33896384890218,1,1
2026-04-03,AFRIBANK,African Heritage Bank Plc,Banking,45.73081717012666,49.59686262575794,44.58937248503229,48.86011955695758,9471893,0.06842874412651234,42.49042531110935,44.83931473239784,0.04710478919609404,50.464925702629195,1,1
2026-04-06,AFRIBANK,African Heritage Bank Plc,Banking,48.86011955695758,50.75918843795042,47.66471800865429,49.6079776043067,12662379,0.015306103507940039,43.3760921577434,44.81541439067796,0.04621760907168915,66.1747754619245,1,1
2026-04-07,AFRIBANK,African Heritage Bank Plc,Banking,49.6079776043067,53.38287733889833,48.68057812420843,52.26737120372786,11255786,0.053608184164118944,44.54664879403865,44.86318107633628,0.04745421255292811,72.77558408916906,1,1
2026-04-08,AFRIBANK,African Heritage Bank Plc,Banking,52.26737120372786,55.01629730744367,50.98296470026005,53.84897052027501,19345681,0.030259783113682603,45.9865487527622,44.95662061833961,0.0478201860367037,74.44589366769898,1,1
2026-04-09,AFRIBANK,African Heritage Bank Plc,Banking,53.84897052027501,58.52741981815154,53.71299111705019,57.34039419694851,14681398,0.06483733380490397,47.716369253347075,45.419570538715064,0.04602637317531517,83.42652422797356,0,0
2026-04-10,AFRIBANK,African Heritage Bank Plc,Banking,57.34039419694851,57.53016733263568,56.35107513312287,57.11520934128536,4745251,-0.003927159183623741,49.15027850542383,45.79657046405969,0.04584203155878682,86.5920262633065,0,0
2026-04-13,AFRIBANK,African Heritage Bank Plc,Banking,57.11520934128536,57.94971231313699,53.95537990002861,54.66811896487371,10307772,-0.042844811472008026,50.386586090653125,46.09724764072509,0.04689454548942332,78.65097397068497,0,0
2026-04-14,AFRIBANK,African Heritage Bank Plc,Banking,54.66811896487371,55.37496417281142,50.47879417096948,51.53125795195304,5588501,-0.057380079510989335,51.26834695462653,46.48435464390228,0.04254883423279302,72.67292693527496,1,1
2026-04-15,AFRIBANK,African Heritage Bank Plc,Banking,51.53125795195304,53.28407096265116,51.10653169067759,52.3049658076944,7994722,0.015014340547687688,52.32752023181488,46.9419786540232,0.04219950618317039,72.85782009515044,0,0
2026-04-16,AFRIBANK,African Heritage Bank Plc,Banking,52.3049658076944,52.41460138264958,50.7553046171397,51.4685293779964,1126728,-0.01599152999685083,52.90129145260185,47.34409790022002,0.04260865073007748,67.4360607174472,1,1
2026-04-17,AFRIBANK,African Heritage Bank Plc,Banking,51.4685293779964,53.36722461770808,50.74139089699368,52.06686094699884,16356693,0.011625192641665727,53.221965591605986,47.856195451357664,0.04119459340936765,69.48171434188963,1,1
2026-04-20,AFRIBANK,African Heritage Bank Plc,Banking,52.06686094699884,53.24243747468833,51.10421062509982,52.53563655601778,10667716,0.009003339177603431,53.51473148677709,48.44541182226025,0.0402535212609768,69.55483171752853,0,0
2026-04-21,AFRIBANK,African Heritage Bank Plc,Banking,52.53563655601778,52.99426645091519,51.39405918944954,51.66469146767065,11709315,-0.01657817712779508,53.45446351317137,49.00055615360501,0.0406237976318009,69.91526914375787,1,1
2026-04-22,AFRIBANK,African Heritage Bank Plc,Banking,51.66469146767065,53.91708352500763,50.86642716271103,53.54302245922303,6064837,0.03635618326933687,53.42386870706618,49.70520872991419,0.03978397182363638,67.09810229688236,0,0
2026-04-23,AFRIBANK,African Heritage Bank Plc,Banking,53.54302245922303,54.70161130533485,49.81412215901169,50.93280327718877,15764354,-0.04874994092875762,52.7831096150902,50.24973943421863,0.04235007469511615,54.64182811122739,1,1
2026-04-24,AFRIBANK,African Heritage Bank Plc,Banking,50.93280327718877,52.8157884750966,49.86094994054256,51.92222923980444,15289850,0.0194261045721551,52.26381160494211,50.707045055182974,0.04035214944446209,55.1273479750267,1,1
2026-04-27,AFRIBANK,African Heritage Bank Plc,Banking,51.92222923980444,53.11080674162415,50.89057931749918,52.1128986393954,18145213,0.0036722113511411525,52.008289572394276,51.1974378315237,0.04007280846597262,49.61572079669937,1,1
2026-04-28,AFRIBANK,African Heritage Bank Plc,Banking,52.1128986393954,53.42847203887752,50.9434853221086,52.15967046118633,18510694,0.000897509503636984,52.071130823317596,51.66973888897208,0.04013873172602239,45.45010708674202,0,0
2026-04-29,AFRIBANK,African Heritage Bank Plc,Banking,52.15967046118633,53.09133932872547,50.60762221187377,51.58004678466616,17632372,-0.011112487318175934,51.99863892101477,52.16307957641483,0.0396782372317813,31.599125236493634,0,0
2026-04-30,AFRIBANK,African Heritage Bank Plc,Banking,51.58004678466616,52.00207689671785,49.14400262511204,49.91822542230492,7724549,-0.03221829885689964,51.84360852544563,52.37244998902374,0.03537846737487218,28.942654440488965,0,0
2026-05-01,AFRIBANK,African Heritage Bank Plc,Banking,49.91822542230492,50.65875882621027,48.41217029347801,49.27163758895195,14867441,-0.012952941092814974,51.564086189640946,52.39302589062346,0.03223764250594643,32.3511834887951,1,1
2026-05-04,AFRIBANK,African Heritage Bank Plc,Banking,49.27163758895195,52.15205685039271,48.06141661621704,51.96790363598663,8186566,0.054722476844148105,51.507312897637824,52.51102219220745,0.03430259938262744,51.47039415260685,1,1
2026-05-05,AFRIBANK,African Heritage Bank Plc,Banking,51.96790363598663,54.17223071548941,51.54269198557446,53.04601209533838,14071838,0.02074565999243383,51.645444960404596,52.54995423678798,0.03248380566049259,52.44532391359359,1,1
2026-05-06,AFRIBANK,African Heritage Bank Plc,Banking,53.04601209533838,56.79293043196341,51.84864468603963,55.85807263230863,13053668,0.053011723707263814,51.87694997771316,52.650409342389665,0.03392020456939385,62.81398663492894,1,1
2026-05-07,AFRIBANK,African Heritage Bank Plc,Banking,55.85807263230863,60.59923132594449,54.82506459704869,59.48715077271849,3346518,0.06496962693823405,52.73238472726613,52.75774717117817,0.03393303609605652,68.40469790805588,0,0
2026-05-08,AFRIBANK,African Heritage Bank Plc,Banking,59.48715077271849,60.42275940357231,58.34373318311661,59.14712027252885,1265699,-0.005716032719213393,53.454873830538574,52.85934271774035,0.03395290021827766,66.50400362130577,1,1
2026-05-11,AFRIBANK,African Heritage Bank Plc,Banking,59.14712027252885,61.81618154481937,58.39122256562069,60.57896231339922,12639884,0.024208144610810223,54.301480197938965,53.15488488516661,0.03254225362289809,71.64620918102543,1,1
2026-05-12,AFRIBANK,African Heritage Bank Plc,Banking,60.57896231339922,63.52569407639849,60.21016515433606,62.01921261870305,18992269,0.023774760251799032,55.28743441369063,53.67928261850411,0.02915273660207909,71.02985434644839,0,0
2026-05-13,AFRIBANK,African Heritage Bank Plc,Banking,62.01921261870305,62.59101685242189,60.49915255069443,61.50029453970938,1269770,-0.008367053644876221,56.27945918919495,54.13904905510486,0.02939643096212798,79.2542648165902,0,0
2026-05-14,AFRIBANK,African Heritage Bank Plc,Banking,61.50029453970938,62.91680148965176,56.1707983410305,57.60100270010609,7512990,-0.06340281569034767,57.047736916975076,54.44567272121035,0.03315044301379917,63.539380088700966,0,0
2026-05-15,AFRIBANK,African Heritage Bank Plc,Banking,57.60100270010609,58.25360842787425,56.01121845878303,56.32571919100388,17478549,-0.02213995328765117,57.753145077180264,54.658615633410605,0.03371278787919298,59.55031086555494,1,1
2026-05-18,AFRIBANK,African Heritage Bank Plc,Banking,56.32571919100388,59.62964655724548,55.43685407397398,58.67951628428874,9975671,0.04178902865497358,58.42430634201047,54.96580961982414,0.03472630658681788,63.38065238670053,0,0
2026-05-19,AFRIBANK,African Heritage Bank Plc,Banking,58.67951628428874,59.99268484953065,55.54845505488919,56.67433673818456,2428694,-0.0341717122613886,58.78713880629509,55.21629188334985,0.03554466141484151,59.87705165584786,0,0
2026-05-20,AFRIBANK,African Heritage Bank Plc,Banking,56.67433673818456,56.91981683288833,54.72020208460634,55.26333084428705,5543098,-0.024896734132343834,58.72766462749293,55.30230730260305,0.03536061737074762,60.46512696664381,1,1
2026-05-21,AFRIBANK,African Heritage Bank Plc,Banking,55.26333084428705,56.34272549523336,54.68278768723697,55.54710183252145,9209014,0.00513488752666702,58.333659733473226,55.53302223036968,0.03326716599076486,62.46374064323735,1,1
2026-05-22,AFRIBANK,African Heritage Bank Plc,Banking,55.54710183252145,57.32830818830428,55.29168656613326,56.34613710731459,3021754,0.014384823841976369,58.0535614169518,55.754217623745184,0.03317001677206419,59.40437083682961,0,0
2026-05-25,AFRIBANK,African Heritage Bank Plc,Banking,56.34613710731459,56.81344091835682,55.21453373827828,56.02868014783015,14579256,-0.005634050101426147,57.59853320039489,55.95000669916692,0.0332491429569261,56.62314686416589,0,0
2026-05-26,AFRIBANK,African Heritage Bank Plc,Banking,56.02868014783015,56.35624362111137,52.84286481600145,53.50313207721453,7895733,-0.04507598722568573,56.74692514624604,56.01717977996833,0.03502755889611684,44.70335394891865,1,1
2026-05-27,AFRIBANK,African Heritage Bank Plc,Banking,53.50313207721453,56.48018040373119,52.37394195456055,55.4267759021119,11526657,0.03595385447942023,56.139573282486296,56.209516235840624,0.03568554387109504,40.108735194145176,1,1
2026-05-28,AFRIBANK,African Heritage Bank Plc,Banking,55.4267759021119,57.29704840293165,54.06749887344665,56.87090185352982,13226654,0.02605466271334933,56.06656319782867,56.55715005740187,0.03492590190185206,44.73807689020514,1,1
2026-05-29,AFRIBANK,African Heritage Bank Plc,Banking,56.87090185352982,59.67668616542306,56.24765101005241,58.94852255765394,3512114,0.03653222713919679,56.32884353449367,57.04099430583697,0.03518096723562535,46.340190745335,0,0
2026-06-01,AFRIBANK,African Heritage Bank Plc,Banking,58.94852255765394,59.16029636925995,58.47436580706977,58.8443648356983,11976076,-0.0017669267597634208,56.34532838963463,57.38481736582255,0.0335992115711856,42.41875750540387,1,1
2026-06-02,AFRIBANK,African Heritage Bank Plc,Banking,58.8443648356983,62.17010158627137,58.71080313275311,61.42606763060004,1811208,0.04387340745558577,56.82050147887618,57.80382014258564,0.03449169230764777,49.838648520076084,1,1
2026-06-03,AFRIBANK,African Heritage Bank Plc,Banking,61.42606763060004,65.18155782830952,61.03324116913402,64.0883784828795,8341131,0.04334171069341264,57.703006242735434,58.215335435114184,0.03388892892360409,64.90347652355489,1,1
2026-06-04,AFRIBANK,African Heritage Bank Plc,Banking,64.0883784828795,67.54638448054232,63.10311767552121,66.45487126371728,11942975,0.03692545882511222,58.793783185855,58.56372145966412,0.03190550995208884,72.1587750107945,1,1
2026-06-05,AFRIBANK,African Heritage Bank Plc,Banking,66.45487126371728,70.34153966929543,65.89198876105637,68.8873088153072,16554458,0.036602847997960986,60.04790035665426,59.050730886803024,0.03248287122240342,72.2542402597053,0,0
2026-06-08,AFRIBANK,African Heritage Bank Plc,Banking,68.8873088153072,69.7351744568233,66.4671505153299,67.34052807097197,4571448,-0.022453783881763667,61.179085148968454,59.38880917468167,0.0329417548104036,73.72786209476287,1,1
2026-06-09,AFRIBANK,African Heritage Bank Plc,Banking,67.34052807097197,68.29972218472011,65.94438406667817,67.41825047341298,12738452,0.0011541697795880435,62.57059698858829,59.65876106741716,0.03268024485002825,78.7448110520276,1,1
2026-06-10,AFRIBANK,African Heritage Bank Plc,Banking,67.41825047341298,69.48523970479822,66.17830056482222,68.62494824389883,9028806,0.017898681173308173,63.89041422276699,60.01499375262664,0.03265558536889116,79.63383580287503,1,1
2026-06-11,AFRIBANK,African Heritage Bank Plc,Banking,68.62494824389883,69.36522244972525,68.06423113391465,68.78660722705737,967296,0.0023556882343138685,65.08198476011974,60.574273978974205,0.0283223888073512,79.02805393436223,0,0
2026-06-12,AFRIBANK,African Heritage Bank Plc,Banking,68.78660722705737,69.04863137797166,65.66289917627583,67.15604844942668,7127751,-0.023704596626613617,65.90273734929701,61.11579044189534,0.02841578993285444,74.46493942081548,1,1
2026-06-15,AFRIBANK,African Heritage Bank Plc,Banking,67.15604844942668,68.3429689117958,66.4048518695677,67.57440733317262,17918274,0.006229653075269903,66.77574159904445,61.560534994339534,0.02736334312911061,84.09685787447185,1,1
2026-06-16,AFRIBANK,African Heritage Bank Plc,Banking,67.57440733317262,69.63810521286744,66.66846807987481,68.35206538934048,17489352,0.011508174275708605,67.46834137491848,62.14442142689734,0.02555413569073342,83.16169218326733,1,1
2026-06-17,AFRIBANK,African Heritage Bank Plc,Banking,68.35206538934048,70.97295960715523,66.88397203815461,69.34906316042732,9099459,0.014586212799976739,67.99440984267326,62.848708042704345,0.02422982940040738,82.76629171414088,1,1
2026-06-18,AFRIBANK,African Heritage Bank Plc,Banking,69.34906316042732,72.41379563541965,67.7935984964384,71.330002407661,15116628,0.02856475858442553,68.48192295706765,63.63785307146132,0.02446125953789463,82.67834100117902,1,1
2026-06-19,AFRIBANK,African Heritage Bank Plc,Banking,71.330002407661,75.02415383436697,69.61058516918146,74.12142916305555,4917573,0.039133978146266735,69.00533499184249,64.52661767424837,0.02515819189901232,85.31168076733441,1,1
2026-06-22,AFRIBANK,African Heritage Bank Plc,Banking,74.12142916305555,75.28482345880616,72.81974297921207,74.29613499023787,7675556,0.0023570218377466645,69.70089568376906,65.43999041636877,0.0248902492777137,83.4726583369862,0,0
2026-06-23,AFRIBANK,African Heritage Bank Plc,Banking,74.29613499023787,74.4772554696229,73.38702904687189,73.63807873598648,3975791,-0.008857207098832975,70.32287851002641,66.44673774930736,0.02140017045813002,77.72772218396764,0,0
2026-06-24,AFRIBANK,African Heritage Bank Plc,Banking,73.63807873598648,75.46460015523006,70.46635102107061,72.09554573747381,16899541,-0.020947491094153725,70.66993825938391,67.28017624107545,0.02241033849284181,67.20081559249749,0,0
2026-06-25,AFRIBANK,African Heritage Bank Plc,Banking,72.09554573747381,72.8988571926034,66.92477234246834,67.6708415595791,17858250,-0.06137278153086845,70.5583616926361,67.82017322637792,0.02772328796214653,46.692368873809606,0,0
2026-06-26,AFRIBANK,African Heritage Bank Plc,Banking,67.6708415595791,68.6167252240448,64.84494587948444,66.40573205722195,10064842,-0.018695046096675383,70.48333005341561,68.19303370135631,0.02759705730341091,47.418707029805866,1,1
2026-06-29,AFRIBANK,African Heritage Bank Plc,Banking,66.40573205722195,67.60590941327597,65.862671805408,66.5542431920649,16563406,0.0022364204149571965,70.38131363930485,68.57852761917465,0.02754966432027665,47.62346994370421,1,1
2026-06-30,AFRIBANK,African Heritage Bank Plc,Banking,66.5542431920649,68.5821548151398,66.06502359073922,67.70169844816706,1867604,0.01724090307496673,70.31627694518751,68.89230916005299,0.02626363358412586,47.45221472936833,1,1
2026-07-01,AFRIBANK,African Heritage Bank Plc,Banking,67.70169844816706,69.56474502565108,67.12608491506765,67.87758643871092,15719824,0.0025979849040052017,70.16912927301587,69.08176955784457,0.02468239863238007,47.493449320422656,1,1
2026-07-02,AFRIBANK,African Heritage Bank Plc,Banking,67.87758643871092,69.69375186510625,66.18333020743623,69.18074007666426,6056386,0.019198585370002963,69.95420303991618,69.21806299849192,0.02370531656689506,55.68558005189951,1,1
2026-07-03,AFRIBANK,African Heritage Bank Plc,Banking,69.18074007666426,71.00992363809381,68.27879914573805,69.3907022806174,14473792,0.0030349805989422496,69.48113035167238,69.24323267175744,0.02229371561760991,55.16077894505722,1,1
2026-07-06,AFRIBANK,African Heritage Bank Plc,Banking,69.3907022806174,70.34297574171714,68.35520818568712,70.14375375187467,14008532,0.010852339672423383,69.06589222783606,69.38339395580256,0.02171724169450679,55.097991039944695,1,1
2026-07-07,AFRIBANK,African Heritage Bank Plc,Banking,70.14375375187467,72.84092462356094,69.03893513357691,71.51171047043451,11477252,0.019502188653872432,68.85325540128086,69.58806695565364,0.0220526338024106,56.026285154785874,0,0
2026-07-08,AFRIBANK,African Heritage Bank Plc,Banking,71.51171047043451,71.98919456364406,65.87404282111615,66.25359665620273,11943279,-0.07352801072218329,68.26906049315376,69.46949937626883,0.02761644537547876,38.03898307597444,1,1
2026-07-09,AFRIBANK,African Heritage Bank Plc,Banking,66.25359665620273,73.42235154976042,64.73549817396704,72.87895632182301,8845014,0.10000000000000009,68.78987196937814,69.67411683100713,0.03574688717281069,47.52046571794358,1,1
2026-07-10,AFRIBANK,African Heritage Bank Plc,Banking,72.87895632182301,76.8460949016252,71.31825372689138,76.24860796558507,16886896,0.04623627743627612,69.77415956021446,70.12874480681504,0.036361565236687,53.455764753680796,1,1
2026-07-13,AFRIBANK,African Heritage Bank Plc,Banking,76.24860796558507,78.76263560310764,76.04847406967504,77.180763627605,15127063,0.012225215474630957,70.83681160376845,70.60906262153665,0.03637964279476616,56.210092978460445,0,0
2026-07-14,AFRIBANK,African Heritage Bank Plc,Banking,77.180763627605,78.40219843350951,76.55438606282951,76.88086060040592,12820697,-0.0038857224663660928,71.75472781899235,71.03550238208993,0.0364485648081965,58.77042463467642,1,1
2026-07-15,AFRIBANK,African Heritage Bank Plc,Banking,76.88086060040592,85.22907945649841,76.6007202228807,84.56894666044653,9847316,0.10000000000000009,73.42386384116591,71.79649655709089,0.04202094841656985,77.66158191622036,0,0
2026-07-16,AFRIBANK,African Heritage Bank Plc,Banking,84.56894666044653,84.87302097263294,77.82629885659424,78.03122744377765,4237776,-0.07730638106347154,74.30891257787725,72.13155780889672,0.04613198273276799,66.22903360769087,0,0
2026-07-17,AFRIBANK,African Heritage Bank Plc,Banking,78.03122744377765,79.08092794836897,72.64841281153798,74.00399543089694,16705220,-0.05161051728658739,74.7702418929052,72.12568612228878,0.04710228866015548,59.38357859847149,1,1
2026-07-20,AFRIBANK,African Heritage Bank Plc,Banking,74.00399543089694,78.15703728065327,72.87660353462394,77.15826899575195,898989,0.04262301712885752,75.47169341729293,72.26879282256449,0.04801664021631461,61.33813204321782,0,0
2026-07-21,AFRIBANK,African Heritage Bank Plc,Banking,77.15826899575195,78.34688828623797,68.83786133875009,70.28911300177505,6845129,-0.08902682866505329,75.34943367042698,72.10134453585393,0.05221901889838282,52.49146395358146,0,0
2026-02-27,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1281.969518191016,1305.670786751154,1214.686819732061,1219.686085249532,9972607,0.0,1219.686085249532,1219.686085249532,0.04650102860419961,50.0,1,1
2026-03-02,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1219.686085249532,1237.370260885605,1193.181023052385,1234.342660277362,10708983,0.012016678065841502,1227.014372763447,1227.014372763447,0.04671032296563152,50.0,1,1
2026-03-03,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1234.342660277362,1276.019292005687,1228.703491504069,1258.461933098469,12541554,0.019540175995932385,1237.4968928751211,1237.4968928751211,0.04714381754306857,50.0,1,1
2026-03-04,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1258.461933098469,1298.509488504861,1252.750983792092,1281.719402725492,8988024,0.01848086860264475,1248.5525203377138,1248.5525203377138,0.04749201257295978,50.0,0,0
2026-03-05,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1281.719402725492,1290.444737974975,1255.513635694374,1280.70320526565,14244048,-0.0007928392577042365,1254.982657323301,1254.982657323301,0.04756994865922864,50.0,1,1
2026-03-06,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1280.70320526565,1298.253733167009,1256.154104785366,1294.943128338214,2912525,0.011118831446673916,1261.6427358257865,1261.6427358257865,0.0434944324332692,50.0,0,0
2026-03-09,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1294.943128338214,1299.44319436386,1251.235937661826,1274.694959069913,14832881,-0.015636338635415692,1263.507339146376,1263.507339146376,0.04349814974333562,50.0,0,0
2026-03-10,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1274.694959069913,1300.23902964969,1218.463062267657,1234.376565328441,6348468,-0.0316298369696939,1259.865992419134,1259.865992419134,0.04326015080091206,50.0,1,1
2026-03-11,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1234.376565328441,1259.292011046914,1218.370541001329,1247.890886130524,7594057,0.010948296639516242,1258.535425053733,1258.535425053733,0.03522455833027949,50.0,0,0
2026-03-12,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1247.890886130524,1266.163647811798,1218.590826483696,1237.134586641851,9840843,-0.008619583337150738,1256.3953412125447,1256.3953412125447,0.0318895160761638,50.0,0,0
2026-03-13,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1237.134586641851,1264.044567417617,1180.167396537953,1207.262521580207,7919757,-0.024146172440890568,1255.1529848456123,1251.9287212459685,0.02998673647131796,50.0,1,1
2026-03-16,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1207.262521580207,1236.070361330597,1190.601470328256,1233.103007243255,4356742,0.021404197679577575,1255.0290195422017,1250.3599117457425,0.02170414494076942,50.0,0,0
2026-03-17,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1233.103007243255,1252.155562114005,1190.608198504568,1200.43524318872,9242826,-0.026492323725304634,1249.2263505512267,1246.5195526259715,0.01996329848962908,50.0,0,0
2026-03-18,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1200.43524318872,1206.657863538569,1153.821751601917,1180.691562800867,16479246,-0.016447101582429347,1239.1235665587642,1241.8175533527499,0.0197476864064114,42.78548871467021,1,1
2026-03-19,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1180.691562800867,1213.589643138745,1163.344689014836,1189.389285132878,15596597,0.007366633764518626,1229.992174545487,1238.322335471425,0.02000802081483994,44.56946037999016,1,1
2026-03-20,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1189.389285132878,1231.051832546628,1161.293568553446,1214.252096726122,9252775,0.02090384696080938,1221.9230713842778,1236.8179455498437,0.02088810333191965,46.52598207631748,1,1
2026-03-23,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1214.252096726122,1253.073939216446,1188.327170785419,1236.9078838423,19333822,0.018658223590688028,1218.1443638615165,1236.823236037635,0.02129412448106461,46.25395953677128,0,0
2026-03-24,AIRTELNG,Airtel Nigeria Holdings Plc,Telecommunications,1236.9078838423,1256.307644517722,1205.737505891344,1234.788045520287,18466597,-0.0017138206892399754,1218.1855118807011,1236.7101698977824,0.02123517537907993,41.196633220715604,1,1
